DeliverableID,PackageID,DeliverableName,DependenciesCsvPath,CsvExists,SchemaVersion,SchemaValid,TotalRows,ActiveRows,Status
DEL-03-07,PKG-03,Harness API Baseline,execution/PKG-03_Harness_Runtime_Core/1_Working/DEL-03-07_Harness_API_Baseline/Dependencies.csv,YES,v3.1,YES,18,18,OK
