DeliverableID,PackageID,DeliverablePath,DependenciesCsvExists,DependenciesCsvReadable,SchemaVersion,SchemaValid,Status
DEL-08-01,PKG-08,execution/PKG-08_Optional_Integrity_Hardening/1_Working/DEL-08-01_References_Content_Hashes/,Yes,Yes,v3.1,Yes,SCHEMA_VALID
