DeliverableID,FolderPath,DependenciesCsvExists,Readable,SchemaVersion,SchemaValid,RowCount,Status
DEL-02-05,execution/PKG-02_Desktop_UI_Workflow/1_Working/DEL-02-05_Frontend_Workflow_Shell/,YES,YES,v3.1,YES,11,OK
