DeliverableID,PackageID,DeliverablePath,DependenciesCSVFound,Readable,SchemaValid,SchemaVersion,RowCount,Status
DEL-01-01,PKG-01,execution/PKG-01_Build_And_Packaging/1_Working/DEL-01-01_macOS_Build_Baseline/,Yes,Yes,Yes,v3.1,9,OK
