SCCID,CycleIndex,CyclePath,EdgeIDs,EdgeTypes
SCC-001,1,DEL-06-03 -> DEL-06-02 -> DEL-06-03,"DEP-06-03-013;DEP-06-02-008",INTERFACE;INTERFACE
