DeliverableID,PackageID,FolderPath,DependenciesCSV_Status,SchemaVersion,SchemaValid,RowCount,EdgeCount_Filtered,Notes
DEL-01-02,PKG-01,execution/PKG-01_Build_And_Packaging/1_Working/DEL-01-02_Unsigned_DMG_Packaging/,FOUND_READABLE,v3.1,YES,8,2,In-scope deliverable; 2 edges match EXECUTION+DELIVERABLE filter
